Year,average_rain_fall_mm_per_year,pesticides_tonnes,avg_temp,Area,Item,hg/ha_yield
1997,748.0,75.29,28.52,Burkina Faso,Cassava,20557
2011,2274.0,17529.44,21.78,Ecuador,Soybeans,16250
1993,1010.0,169.0,24.15,Angola,Wheat,8876
2008,250.0,7044.9,7.25,Kazakhstan,Maize,44042
1990,1300.0,1762.01,16.91,Uruguay,Wheat,18510
1995,1083.0,61257.0,26.01,India,Sorghum,8235
1998,2274.0,21500.0,18.12,Ecuador,Soybeans,12691
2008,593.0,37640.2,18.47,Turkey,Sorghum,30811
1991,1083.0,72133.0,25.32,India,Potatoes,162540
2000,2702.0,1597.0,27.44,Indonesia,Sweet potatoes,94211
1998,1761.0,118930.56,27.54,Brazil,Sorghum,17768
2006,591.0,65872.12,18.35,Argentina,Wheat,25302
2002,636.0,40727.0,12.52,Spain,Sorghum,37970
1991,346.0,9771.14,17.25,Morocco,Wheat,18699
1993,1761.0,75658.33,21.94,Brazil,"Rice, paddy",22912
1998,691.0,676.63,8.34,Tajikistan,Maize,29816
1995,1537.0,1826.3,7.65,Switzerland,Potatoes,352941
1994,1083.0,61357.0,26.03,India,Cassava,245277
2001,250.0,3007.26,3.85,Kazakhstan,Sorghum,31915
1990,1083.0,75000.0,25.79,India,Wheat,21211
1991,2051.0,1415.65,27.24,Jamaica,Sweet potatoes,108643
2005,1083.0,35342.0,27.49,India,Soybeans,10734
1992,691.0,2280.0,7.9,Tajikistan,Wheat,9073
2002,494.0,10881.83,27.2,Pakistan,Potatoes,164486
2013,2702.0,1597.0,27.37,Indonesia,Potatoes,160184
2001,1976.0,1141.0,24.4,Honduras,Cassava,39716
1994,494.0,6183.0,26.87,Pakistan,Potatoes,133171
1994,1032.0,102.26,21.35,Mozambique,Cassava,36899
1997,657.0,2762.0,20.63,Zimbabwe,Cassava,41026
2000,537.0,39667.0,8.67,Canada,Maize,62844
2009,700.0,39289.43,5.89,Germany,Maize,97500
2010,2274.0,31637.12,17.79,Ecuador,Wheat,8912
2007,1083.0,27422.77,27.51,India,Sorghum,8443
1999,1622.0,22761.0,27.34,Thailand,Potatoes,130776
2009,1784.0,3333.88,26.21,El Salvador,"Rice, paddy",69016
1992,1180.0,72.0,23.46,Uganda,Soybeans,10000
2013,534.0,45177.18,14.74,Australia,Maize,64441
1992,832.0,88227.6,7.76,Italy,Potatoes,226592
1991,608.0,3906.0,8.14,Bulgaria,Maize,49551
1990,2331.0,217.0,26.87,Suriname,Cassava,125641
1990,1761.0,49695.0,25.29,Brazil,Yams,91489
1995,1083.0,61257.0,27.2,India,Soybeans,10121
2011,657.0,3340.35,20.78,Zimbabwe,Potatoes,167336
2007,1761.0,304031.0,27.32,Brazil,Potatoes,240356
2001,1410.0,7182.0,26.78,Dominican Republic,"Rice, paddy",48950
2001,758.0,31373.3,22.6,Mexico,"Rice, paddy",42576
1991,282.0,54.63,27.58,Mali,Sorghum,10898
1991,1180.0,72.0,23.3,Uganda,Potatoes,71885
1997,537.0,38258.2,8.09,Canada,Soybeans,25837
2002,207.0,706.18,19.74,Tunisia,Sorghum,4404
1991,1212.0,107.0,19.22,Rwanda,Yams,30769
1994,56.0,87.0,20.55,Libya,Potatoes,116667
1996,216.0,616.0,23.96,Iraq,Sorghum,10000
1991,1784.0,4096.0,26.08,El Salvador,"Rice, paddy",37669
2009,1083.0,28707.01,26.55,India,Sorghum,9621
2011,2702.0,1597.0,27.19,Indonesia,Soybeans,13681
2012,1083.0,52980.0,25.86,India,Maize,25557
2004,1300.0,9017.73,17.22,Uruguay,Maize,49640
2011,600.0,21779.27,8.84,Poland,Soybeans,15913
2006,1410.0,4116.45,27.01,Dominican Republic,Plantains and others,121998
1995,1083.0,61257.0,25.86,India,Wheat,25590
1997,534.0,34091.0,17.51,Australia,Sorghum,26195
1991,758.0,34468.93,21.2,Mexico,"Rice, paddy",40954
1994,1020.0,1080.0,21.2,Zambia,Cassava,61430
2012,758.0,64512.22,23.5,Mexico,Potatoes,268098
2001,1083.0,43720.04,27.2,India,Maize,19996
1992,636.0,31839.0,16.35,Spain,Sorghum,56207
2000,636.0,34597.0,12.2,Spain,Wheat,30997
2009,608.0,1717.25,9.74,Bulgaria,Potatoes,165508
2013,2702.0,1597.0,25.48,Indonesia,"Rice, paddy",51520
1993,758.0,34468.93,19.56,Mexico,Maize,24401
2011,657.0,3340.35,20.78,Zimbabwe,Sweet potatoes,21953
2012,1738.0,18885.82,17.68,Peru,Plantains and others,137377
2010,2274.0,31637.12,22.3,Ecuador,Soybeans,16279
1998,1410.0,4375.0,27.16,Dominican Republic,Plantains and others,79861
1998,2041.0,536.45,24.41,Mauritius,Sweet potatoes,118750
1997,1651.0,157.0,27.3,Guinea,Cassava,69393
1998,51.0,4715.0,22.36,Egypt,Maize,72257
1994,534.0,21057.0,17.36,Australia,Potatoes,294270
1994,630.0,3469.0,16.58,Kenya,Maize,20400
1995,1761.0,92967.22,24.77,Brazil,Soybeans,21998
2002,1083.0,42482.56,27.67,India,Maize,16807
2006,652.0,7505.3,17.78,Greece,"Rice, paddy",77137
2013,661.0,1816.0,20.08,Lebanon,Wheat,32122
1991,1668.0,79821.18,15.49,Japan,Sweet potatoes,205631
1997,2875.0,39406.48,27.29,Malaysia,Cassava,123333
1991,758.0,34468.93,24.46,Mexico,Sorghum,31195
2000,778.0,11382.84,10.75,Netherlands,Wheat,83592
1997,1181.0,173.19,20.62,Malawi,Potatoes,95765
1997,1976.0,6980.0,25.03,Honduras,"Rice, paddy",31028
1997,1761.0,110276.11,25.96,Brazil,Yams,91773
1996,630.0,6344.0,16.44,Kenya,Plantains and others,123077
1990,537.0,29568.0,6.07,Canada,Maize,68602
1990,593.0,29918.0,11.91,Turkey,Soybeans,21892
2012,636.0,48668.0,17.65,Spain,"Rice, paddy",79739
2000,1761.0,140423.0,18.65,Brazil,Wheat,15156
2002,2274.0,1302.49,22.23,Ecuador,Sorghum,20000
2006,1761.0,238716.0,20.6,Brazil,Yams,92308
1995,636.0,27852.0,17.33,Spain,Wheat,14761
2008,1410.0,5409.43,26.56,Dominican Republic,Yams,69428
2007,1083.0,27422.77,26.39,India,"Rice, paddy",32924
1994,59.0,994.0,26.08,Saudi Arabia,Sorghum,11477
2002,534.0,26651.0,18.93,Australia,Maize,54929
2000,1761.0,140423.0,18.01,Brazil,Potatoes,171813
1992,2041.0,687.86,23.81,Mauritius,Cassava,140000
2012,3142.0,105.0,25.14,Papua New Guinea,Sorghum,38338
2009,1537.0,2170.4,8.15,Switzerland,Potatoes,465002
1999,589.0,4598.0,10.64,Hungary,Soybeans,23901
1993,1522.0,15373.0,6.16,Chile,Maize,84890
1994,1083.0,61357.0,27.07,India,Soybeans,9106
2005,788.0,0.53,14.89,Lesotho,Maize,7011
1995,1274.0,144.2,21.55,Burundi,Cassava,86870
2004,1500.0,153.0,15.36,Nepal,Maize,19059
2013,565.0,86781.8,10.33,Ukraine,Soybeans,20535
2006,636.0,39767.0,17.81,Spain,Potatoes,288421
2001,534.0,32710.0,16.63,Australia,Sweet potatoes,333333
1998,1668.0,79821.18,16.72,Japan,Potatoes,307608
2000,495.0,26857.0,20.74,South Africa,"Rice, paddy",22962
1997,1220.0,35490.0,10.64,United Kingdom,Potatoes,429656
1999,2702.0,1597.0,27.17,Indonesia,Sweet potatoes,96698
2008,589.0,12084.0,11.55,Hungary,Soybeans,26186
2011,537.0,62107.2,9.32,Canada,Potatoes,120376
2005,74.0,68.0,28.09,Qatar,Potatoes,95169
1991,1976.0,6289.7,24.61,Honduras,Plantains and others,153416
1996,1110.0,3565.0,7.4,Austria,Maize,86200
2006,1083.0,37423.0,26.99,India,Maize,19125
1998,1976.0,3495.0,25.37,Honduras,Wheat,5000
2006,854.0,15702.0,16.84,Portugal,Sweet potatoes,78125
1995,600.0,7136.0,8.16,Poland,Maize,49586
2008,1113.0,2388.0,11.09,Croatia,Potatoes,170369
1997,1187.0,502.0,26.58,Ghana,Plantains and others,80890
2010,1668.0,55576.0,15.87,Japan,Soybeans,16158
2012,758.0,64512.22,16.43,Mexico,Sorghum,38295
2001,565.0,22415.17,8.42,Ukraine,Sorghum,9952
2006,1761.0,238716.0,25.41,Brazil,Sorghum,22223
1996,2274.0,2407.0,21.69,Ecuador,Cassava,37845
2011,250.0,10656.6,6.54,Kazakhstan,Soybeans,19001
1999,1083.0,46195.0,26.42,India,Wheat,25901
2013,1668.0,52794.3,16.02,Japan,Sweet potatoes,244119
2001,534.0,32710.0,18.39,Australia,"Rice, paddy",93071
1995,151.0,62.0,29.56,Niger,Sorghum,2160
2008,494.0,4946.79,26.74,Pakistan,Sweet potatoes,111477
1999,2666.0,2532.0,26.31,Bangladesh,Potatoes,112810
2001,636.0,35700.0,17.84,Spain,Potatoes,259926
1996,1083.0,56114.0,27.01,India,Cassava,238528
2006,1083.0,37423.0,26.13,India,Sorghum,8803
2007,1083.0,27422.77,25.98,India,Maize,23352
2004,589.0,9940.5,10.37,Hungary,Potatoes,253210
1999,1212.0,152.0,19.35,Rwanda,"Rice, paddy",18132
2000,56.0,3277.13,19.59,Libya,Maize,28900
1994,2702.0,1597.0,27.12,Indonesia,Maize,22091
1990,2274.0,2537.0,21.82,Ecuador,Plantains and others,118358
2006,589.0,11523.0,10.67,Hungary,Maize,68165
2006,1761.0,238716.0,21.82,Brazil,Cassava,140463
1999,2274.0,14216.0,21.43,Ecuador,Soybeans,18130
1998,92.0,39.09,28.52,Mauritania,Yams,62742
1993,3240.0,14961.81,22.29,Colombia,Potatoes,154545
1999,2702.0,1597.0,27.32,Indonesia,Cassava,121763
2013,2702.0,1597.0,27.3,Indonesia,Potatoes,160184
2000,1604.0,545.0,24.88,Cameroon,"Rice, paddy",30103
2006,56.0,4847.0,20.64,Libya,Wheat,7879
2012,1083.0,52980.0,26.94,India,"Rice, paddy",36909
2009,1083.0,28707.01,26.68,India,Potatoes,188103
2005,1083.0,35342.0,26.72,India,"Rice, paddy",31537
2012,1761.0,346583.0,19.72,Brazil,Sweet potatoes,121926
2013,652.0,8081.72,19.36,Greece,Wheat,27777
2009,636.0,35199.0,12.96,Spain,"Rice, paddy",76593
1991,1410.0,4971.0,26.57,Dominican Republic,Potatoes,123819
2013,854.0,10126.8,16.77,Portugal,Potatoes,182243
1995,748.0,3.04,28.46,Burkina Faso,Sorghum,8758
2010,2331.0,1286.65,27.7,Suriname,Sweet potatoes,190417
1991,591.0,26156.0,17.86,Argentina,Sweet potatoes,131364
2013,2331.0,537.49,27.17,Suriname,Soybeans,10000
2013,1083.0,45620.0,25.85,India,Cassava,349594
2011,630.0,1578.0,16.9,Kenya,Cassava,112309
2012,637.0,6418.7,12.33,Romania,"Rice, paddy",44995
1998,867.0,107753.0,11.25,France,Sorghum,55734
1997,1083.0,52279.0,24.55,India,"Rice, paddy",28457
2011,2702.0,1597.0,27.24,Indonesia,Soybeans,13681
2001,1083.0,43720.04,24.5,India,Potatoes,183627
2001,1083.0,43720.04,26.91,India,Maize,19996
2007,494.0,5935.96,19.5,Pakistan,Soybeans,5818
1994,788.0,0.3,14.22,Lesotho,Maize,8629
1991,74.0,3.0,26.77,Qatar,Potatoes,100909
1991,1485.0,121.0,15.36,Albania,Wheat,20698
2012,1274.0,98.59,21.44,Burundi,Cassava,42092
1998,534.0,37215.0,13.61,Australia,Sweet potatoes,276923
1995,1083.0,61257.0,25.24,India,Maize,15946
1995,1761.0,92967.22,22.07,Brazil,Wheat,15420
2010,703.0,3894.0,7.54,Denmark,Potatoes,352675
1997,495.0,21596.0,15.38,South Africa,Soybeans,13803
2006,1651.0,376.19,27.2,Guinea,Cassava,78422
2005,1083.0,35342.0,25.62,India,"Rice, paddy",31537
1997,1761.0,110276.11,21.91,Brazil,"Rice, paddy",27310
2000,1712.0,1695.71,26.43,Sri Lanka,Potatoes,132921
1998,1083.0,49157.0,25.55,India,Sweet potatoes,86907
1994,2274.0,2670.0,21.8,Ecuador,"Rice, paddy",37385
2001,1083.0,43720.04,25.86,India,Cassava,266998
2005,1118.0,2624.89,9.91,Ireland,Wheat,84317
2011,1162.0,1121.91,11.02,Slovenia,Wheat,51770
1992,1996.0,12004.33,19.89,Guatemala,"Rice, paddy",26021
2009,1083.0,28707.01,24.87,India,Maize,20238
1994,758.0,34468.93,22.83,Mexico,Wheat,43034
1995,1020.0,716.0,21.86,Zambia,Soybeans,9759
1995,1761.0,92967.22,27.52,Brazil,Yams,91587
2006,1083.0,37423.0,26.34,India,"Rice, paddy",31759
2013,1996.0,20489.4,20.37,Guatemala,Soybeans,25333
2008,2666.0,12936.5,26.0,Bangladesh,Sorghum,21505
1994,593.0,24219.0,11.7,Turkey,Maize,38181
2013,1712.0,2469.47,26.84,Sudan,Maize,15997
2007,1761.0,304031.0,25.44,Brazil,"Rice, paddy",38260
2012,346.0,13697.0,18.2,Morocco,Sweet potatoes,270783
1993,1181.0,173.19,20.43,Malawi,Potatoes,90947
2002,1996.0,10381.71,19.93,Guatemala,Maize,20659
1991,867.0,103434.0,10.6,France,Maize,72866
2004,534.0,36276.0,20.42,Australia,"Rice, paddy",83305
2007,1761.0,304031.0,27.92,Brazil,Potatoes,240356
2009,537.0,54529.4,6.28,Canada,Potatoes,127453
1994,758.0,34468.93,21.46,Mexico,Cassava,75260
2011,1668.0,51796.3,15.62,Japan,Sweet potatoes,227738
1994,534.0,21057.0,16.43,Australia,Soybeans,19999
2009,51.0,9013.0,21.67,Egypt,Maize,78184
2005,1761.0,232232.0,26.27,Brazil,Potatoes,220095
2012,1761.0,346583.0,22.16,Brazil,"Rice, paddy",47860
2011,534.0,47632.99,19.88,Australia,Sorghum,30558
1999,1761.0,127585.0,26.66,Brazil,Soybeans,23724
1993,250.0,17182.0,1.63,Kazakhstan,Sorghum,12500
2006,565.0,28832.6,7.88,Ukraine,Potatoes,133199
1996,591.0,54595.0,17.97,Argentina,Wheat,19344
1993,1732.0,3489.0,12.35,New Zealand,Sweet potatoes,249415
1993,494.0,4945.0,26.51,Pakistan,Maize,13983
2010,1622.0,68986.0,28.54,Thailand,Sorghum,19175
2011,1083.0,55540.0,27.29,India,Sweet potatoes,92456
2007,854.0,16682.39,16.11,Portugal,"Rice, paddy",58062
1992,1784.0,3940.77,26.22,El Salvador,Maize,21989
2011,1342.0,22.87,25.23,Central African Republic,"Rice, paddy",16000
2000,1300.0,3650.08,16.95,Uruguay,Soybeans,7640
2012,626.0,553.0,5.57,Estonia,Potatoes,182175
1991,282.0,54.63,27.58,Mali,Cassava,72859
1994,537.0,29206.0,8.11,Canada,Maize,73748
1999,593.0,33089.0,18.74,Turkey,Maize,44376
2001,1761.0,151523.0,19.73,Brazil,Cassava,135418
2008,626.0,551.0,7.39,Estonia,Potatoes,142273
2004,1083.0,35113.0,26.63,India,Potatoes,188091
1991,2702.0,3259.0,26.61,Indonesia,Soybeans,11369
2005,1440.0,27.85,27.35,Haiti,Maize,7802
1998,1300.0,4239.03,16.77,Uruguay,Wheat,28929
2009,2702.0,1597.0,27.31,Indonesia,Maize,42372
2002,216.0,878.68,20.1,Iraq,Wheat,15703
1997,2702.0,1597.0,25.52,Indonesia,Sweet potatoes,94532
2006,593.0,27421.0,11.96,Turkey,Sorghum,26023
1999,1738.0,4029.0,16.65,Peru,Potatoes,112513
1996,748.0,39.16,28.74,Burkina Faso,Soybeans,10710
1990,1083.0,75000.0,24.37,India,Sweet potatoes,79663
2002,92.0,3.2,27.84,Mauritania,Potatoes,51282
2000,1220.0,33031.28,9.97,United Kingdom,Wheat,80075
1998,1180.0,88.0,23.97,Uganda,Cassava,90000
2004,565.0,15344.4,8.32,Ukraine,Maize,38558
2007,1668.0,61164.07,16.03,Japan,Wheat,43400
1999,495.0,26098.8,21.64,South Africa,Maize,22274
1991,495.0,16582.0,21.06,South Africa,Maize,22573
2009,1668.0,60970.8,13.55,Japan,Yams,211519
1999,537.0,44293.0,6.71,Canada,Soybeans,27698
2004,832.0,83810.0,7.74,Italy,Sweet potatoes,159900
2009,1668.0,60970.8,13.55,Japan,Potatoes,295909
1990,758.0,34468.93,16.0,Mexico,Soybeans,20145
2007,1083.0,27422.77,26.27,India,Soybeans,12351
1994,1020.0,1080.0,21.2,Zambia,Maize,15025
1999,2702.0,1597.0,27.32,Indonesia,Soybeans,12013
1990,51.0,13214.0,20.73,Egypt,Sweet potatoes,257930
2002,636.0,40727.0,17.16,Spain,Sorghum,37970
1990,1083.0,75000.0,25.44,India,"Rice, paddy",26125
2004,1651.0,327.49,27.56,Guinea,"Rice, paddy",17479
2009,1440.0,27.85,27.35,Haiti,Sweet potatoes,39258
1992,1083.0,70791.0,25.91,India,Cassava,232463
2008,1712.0,1152.39,26.42,Sri Lanka,Sorghum,12353
2000,748.0,75.44,28.6,Burkina Faso,"Rice, paddy",25675
2012,282.0,1.52,27.39,Mali,Yams,211794
1997,1083.0,52279.0,25.46,India,Maize,17111
2011,447.0,461.84,11.79,Azerbaijan,Maize,45460
2009,1083.0,28707.01,27.15,India,Maize,20238
1993,1522.0,15373.0,13.26,Chile,Sweet potatoes,60532
2012,495.0,26857.0,21.24,South Africa,Wheat,37476
2010,3240.0,48618.46,22.68,Colombia,Cassava,106094
2005,1083.0,35342.0,25.77,India,Wheat,26016
1998,2702.0,1597.0,27.58,Indonesia,Cassava,121925
1996,51.0,4499.0,20.85,Egypt,Potatoes,202048
2013,1996.0,20489.4,20.37,Guatemala,Wheat,20240
2000,1761.0,140423.0,25.35,Brazil,Sorghum,15013
1993,1410.0,4971.0,26.41,Dominican Republic,Maize,14105
1997,1410.0,3846.0,27.18,Dominican Republic,Potatoes,92123
2008,2331.0,2108.66,27.22,Suriname,"Rice, paddy",41892
1994,637.0,21811.0,12.7,Romania,Potatoes,118525
2004,1668.0,64688.88,16.19,Japan,"Rice, paddy",64150
2008,1083.0,14485.33,27.45,India,Sorghum,10209
1995,89.0,2697.09,17.36,Algeria,"Rice, paddy",19598
2010,630.0,1578.0,16.82,Kenya,Sweet potatoes,99739
2006,537.0,36572.75,6.95,Canada,Maize,84737
2000,534.0,33475.0,17.57,Australia,Potatoes,284527
2013,618.0,9163.51,7.83,Belarus,Maize,55656
2010,346.0,13697.0,18.87,Morocco,Sorghum,6632
2002,700.0,34431.72,6.26,Germany,Maize,93755
2012,494.0,990.09,18.74,Pakistan,Maize,39830
2000,534.0,33475.0,19.89,Australia,Maize,49360
2002,1651.0,278.77,27.53,Guinea,Sweet potatoes,37202
1993,2274.0,1844.0,22.15,Ecuador,Potatoes,74694
1997,537.0,38258.2,4.54,Canada,Maize,68702
1995,1083.0,61257.0,26.62,India,"Rice, paddy",26972
2005,494.0,7914.31,22.8,Pakistan,Potatoes,180795
1995,534.0,25598.0,18.88,Australia,Wheat,17899
2008,3240.0,48538.97,22.07,Colombia,Plantains and others,81611
2002,1668.0,70262.54,16.09,Japan,"Rice, paddy",65823
2001,1010.0,40.0,24.43,Angola,Cassava,94072
2000,2051.0,909.71,26.96,Jamaica,Cassava,181048
1993,534.0,23899.0,18.03,Australia,Sweet potatoes,132702
1992,630.0,3469.0,16.34,Kenya,Wheat,19359
1996,494.0,11955.0,26.5,Pakistan,Maize,15884
2005,447.0,148.68,12.88,Azerbaijan,"Rice, paddy",35903
1994,1020.0,1080.0,21.2,Zambia,"Rice, paddy",8859
1991,758.0,34468.93,16.13,Mexico,Wheat,41272
2006,591.0,65872.12,18.1,Argentina,Maize,59030
2004,758.0,26433.14,16.2,Mexico,Sweet potatoes,218597
2013,534.0,45177.18,19.98,Australia,Potatoes,385434
1994,758.0,34468.93,19.73,Mexico,Cassava,75260
2009,758.0,61690.08,19.81,Mexico,Soybeans,18675
1990,216.0,692.0,19.76,Iraq,Potatoes,166681
1998,589.0,5280.0,10.35,Hungary,Wheat,41390
2005,1761.0,232232.0,28.17,Brazil,Sorghum,19296
2009,1668.0,60970.8,16.02,Japan,Soybeans,15812
1999,3240.0,66088.0,21.83,Colombia,Maize,17961
2009,657.0,3269.99,20.52,Zimbabwe,Sorghum,3230
2010,1162.0,1134.37,10.0,Slovenia,Maize,85394
1999,1761.0,127585.0,21.59,Brazil,Sweet potatoes,109463
2006,778.0,10461.35,10.97,Netherlands,Maize,91529
2001,1440.0,27.85,27.21,Haiti,Sorghum,6250
1998,3240.0,60687.0,27.67,Colombia,Plantains and others,67354
2013,636.0,54197.0,12.68,Spain,Sweet potatoes,161919
2010,1181.0,584.12,21.34,Malawi,Soybeans,9757
1994,1083.0,61357.0,25.71,India,Maize,14480
1995,636.0,27852.0,17.33,Spain,Maize,72459
2000,1712.0,1695.71,26.43,Sri Lanka,Maize,10838
2010,2702.0,1597.0,25.57,Indonesia,Cassava,202174
1994,593.0,24219.0,12.83,Turkey,Soybeans,24138
2011,1668.0,51796.3,15.43,Japan,Soybeans,16006
2009,3240.0,51435.13,22.87,Colombia,Cassava,106899
1998,1440.0,23.78,27.57,Haiti,Plantains and others,66801
2004,593.0,28831.0,17.97,Turkey,Wheat,22658
2012,1083.0,52980.0,26.04,India,Wheat,31775
1997,1083.0,52279.0,27.47,India,Wheat,26789
1998,686.0,450.71,26.03,Senegal,"Rice, paddy",27204
1990,1522.0,15373.0,6.11,Chile,Potatoes,150300
1996,1083.0,56114.0,27.06,India,Maize,17094
1992,1513.0,101.06,19.76,Madagascar,Wheat,25000
2006,591.0,65872.12,18.1,Argentina,Sweet potatoes,143478
2004,1083.0,35113.0,27.29,India,Wheat,27132
1999,1500.0,101.39,15.78,Nepal,Wheat,16955
2010,2280.0,12242.19,27.01,Nicaragua,Yams,133274
2006,1113.0,2150.0,10.56,Croatia,Maize,65312
2002,1761.0,145552.0,25.18,Brazil,Cassava,137949
1993,1712.0,1753.2,26.37,Sri Lanka,"Rice, paddy",31350
2009,1083.0,28707.01,27.82,India,Cassava,343433
2010,657.0,3305.17,21.17,Zimbabwe,Wheat,27681
1999,1212.0,152.0,19.35,Rwanda,Wheat,6974
2002,2702.0,1597.0,25.64,Indonesia,Potatoes,155903
1992,1083.0,70791.0,25.89,India,Cassava,232463
2006,494.0,6925.13,26.46,Pakistan,Soybeans,11287
1995,2666.0,1702.0,26.09,Bangladesh,Potatoes,111665
2000,1761.0,140423.0,18.01,Brazil,Maize,27182
2012,1083.0,52980.0,26.09,India,Soybeans,13530
2008,1761.0,312637.0,25.96,Brazil,Sorghum,24105
1990,700.0,31289.0,10.71,Germany,Maize,67762
1999,1761.0,127585.0,26.66,Brazil,"Rice, paddy",30708
2004,216.0,828.62,23.72,Iraq,Soybeans,10000
2009,618.0,8306.31,6.75,Belarus,Potatoes,186040
1993,1274.0,96.99,21.17,Burundi,Maize,14342
1992,1485.0,121.0,16.06,Albania,Potatoes,82920
2010,534.0,42169.39,19.09,Australia,Wheat,15729
1996,758.0,34468.93,19.27,Mexico,"Rice, paddy",45412
2001,416.0,17.0,19.36,Botswana,Sorghum,11538
1998,1274.0,107.29,21.56,Burundi,Soybeans,8000
2006,1083.0,37423.0,27.28,India,Sorghum,8803
2013,1010.0,40.0,24.55,Angola,Soybeans,4405
2004,691.0,228.5,9.24,Tajikistan,Wheat,19897
2010,495.0,26857.0,16.11,South Africa,Sorghum,22671
1999,591.0,62831.39,17.15,Argentina,Potatoes,238938
1992,1651.0,80.0,27.02,Guinea,Yams,97333
2001,1083.0,43720.04,27.2,India,Potatoes,183627
2007,2702.0,1597.0,25.5,Indonesia,Soybeans,12908
2010,1083.0,40093.69,26.51,India,"Rice, paddy",33587
2007,636.0,39286.0,17.41,Spain,"Rice, paddy",71228
2005,151.0,24.75,30.02,Niger,Potatoes,102308
1992,285.0,48.0,20.36,Namibia,Wheat,51933
1999,591.0,62831.39,17.15,Argentina,Sorghum,43845
2010,1668.0,55576.0,16.12,Japan,Soybeans,16158
1990,494.0,5299.0,26.23,Pakistan,"Rice, paddy",23151
1999,3142.0,105.0,25.38,Papua New Guinea,Sweet potatoes,47059
1996,1440.0,14.44,26.85,Haiti,Yams,50000
2008,1083.0,14485.33,26.51,India,Potatoes,192973
1994,758.0,34468.93,16.42,Mexico,Maize,22255
2006,1083.0,37423.0,26.04,India,Sorghum,8803
2009,1083.0,28707.01,25.99,India,Cassava,343433
1998,1083.0,49157.0,25.46,India,Sorghum,8592
1990,657.0,5727.0,21.19,Zimbabwe,Soybeans,20689
2005,1083.0,35342.0,26.23,India,Maize,19385
2010,1212.0,953.85,20.12,Rwanda,Soybeans,7890
1992,1410.0,4971.0,26.4,Dominican Republic,Sorghum,25700
2005,1274.0,304.83,22.29,Burundi,Sweet potatoes,65368
2000,1668.0,79821.18,15.95,Japan,Maize,24713
1999,758.0,34468.93,19.74,Mexico,Sweet potatoes,193104
2009,250.0,8716.14,6.77,Kazakhstan,Soybeans,18002
1997,1020.0,1670.0,20.9,Zambia,Cassava,61978
1993,534.0,23899.0,13.81,Australia,Sorghum,12834
1999,1410.0,5398.0,26.62,Dominican Republic,Sorghum,25384
2004,1761.0,214725.0,18.75,Brazil,Cassava,136343
2010,1083.0,40093.69,26.51,India,Soybeans,13330
1995,1668.0,79821.18,14.83,Japan,Wheat,29319
1990,1187.0,65.8,26.73,Ghana,Sorghum,6310
2002,83.0,0.91,27.19,Bahrain,Potatoes,190000
1993,534.0,23899.0,18.03,Australia,Sorghum,12834
2009,56.0,6046.0,20.54,Libya,Wheat,7895
2011,2702.0,1597.0,27.24,Indonesia,Maize,45652
1994,2274.0,2670.0,21.46,Ecuador,Potatoes,81368
2010,1010.0,40.0,24.44,Angola,Wheat,10526
1995,2702.0,1597.0,26.74,Indonesia,"Rice, paddy",43487
1990,495.0,16582.0,15.56,South Africa,Sorghum,17398
2007,661.0,1816.0,20.04,Lebanon,Maize,34444
2006,3240.0,98328.63,22.6,Colombia,Wheat,15490
2010,1083.0,40093.69,26.61,India,Maize,25401
1994,1996.0,12004.33,20.08,Guatemala,Soybeans,28389
2010,2702.0,1597.0,27.25,Indonesia,Sweet potatoes,113272
2002,593.0,27915.0,19.54,Turkey,Wheat,21006
1996,1761.0,101621.67,27.6,Brazil,Sorghum,18118
2013,1668.0,52794.3,16.54,Japan,Wheat,38616
1998,1274.0,107.29,21.56,Burundi,Maize,11463
2008,591.0,87149.01,17.71,Argentina,Sweet potatoes,145105
2000,630.0,1998.0,16.73,Kenya,Yams,55641
1996,2274.0,2407.0,17.23,Ecuador,Plantains and others,88953
1991,1083.0,72133.0,26.34,India,Soybeans,7825
1996,1414.0,698.25,1.88,Norway,Wheat,45258
1997,1513.0,139.89,19.97,Madagascar,Sorghum,6795
1991,1604.0,99.09,24.99,Cameroon,Plantains and others,53222
1998,416.0,17.0,20.05,Botswana,Sorghum,3364
2004,1083.0,35113.0,27.29,India,"Rice, paddy",29756
2004,758.0,26433.14,24.92,Mexico,Sweet potatoes,218597
2002,1300.0,5184.5,17.06,Uruguay,Wheat,15011
2006,2280.0,6889.26,27.35,Nicaragua,Cassava,95455
2012,151.0,21.37,29.61,Niger,Cassava,160606
1991,758.0,34468.93,19.69,Mexico,Sweet potatoes,174848
1998,2702.0,1597.0,27.72,Indonesia,Maize,26526
2008,534.0,42935.38,12.0,Australia,Wheat,10788
2002,1083.0,42482.56,26.55,India,Sweet potatoes,85694
1992,1083.0,70791.0,25.27,India,Soybeans,8947
2000,2274.0,17948.0,21.34,Ecuador,Sweet potatoes,29181
2001,1668.0,78735.45,15.47,Japan,Yams,207982
2000,1668.0,79821.18,15.58,Japan,Yams,226577
2013,1083.0,45620.0,26.99,India,Sorghum,8502
2012,1761.0,346583.0,27.34,Brazil,Potatoes,274457
1998,1738.0,4374.0,18.13,Peru,Sweet potatoes,128000
1998,2331.0,151.33,27.65,Suriname,Cassava,110084
1998,591.0,62397.0,17.52,Argentina,Sorghum,48105
1992,534.0,22234.0,11.21,Australia,Maize,51721
